RPC_RATE,KEPT_RATE,NRPC_RATE,MONTH_END_DPD,Total_Score,Risk_Level
71.68666916463185,2.347189610882383,22.15396534305696,30,28,2
19.7468876567951,9.82603477117051,75.15565684509171,200,8,5
6.959866848349727,6.706291477541204,88.90674786995311,200,8,5
19.040009370495582,78.13961328346464,68.95379712501078,60,22,3
34.633024580580205,41.4458457751069,18.455480635911904,45,28,2
45.61450774373493,28.315335788939457,96.10100682870461,200,14,4
17.04971299084056,36.53368181566498,39.69649768580526,200,8,5
19.843063350597845,33.83734701164535,39.2834201888151,100,8,5
64.36366233837441,72.60675453279235,7.445297310314736,45,34,1
8.780992463734494,6.783119132341842,27.39096210726735,100,16,4
28.20246804238964,49.29829887911434,37.30677980500445,200,20,3
82.34398557317986,31.845127290663523,7.922758797045626,30,34,1
64.99041152678069,69.21578669555521,26.304129299066826,30,34,1
98.85943402268315,21.57646579243666,77.01480661752927,45,26,2
63.06911364775257,34.30356070615216,52.9715088090992,30,28,2
15.26208107826591,9.636425896743294,46.70344243544192,100,14,4
15.039363048567678,33.70907969689316,10.410614098080806,30,26,2
54.059372336059006,93.63232766520369,27.884362846846212,200,26,2
17.265182000015976,0.3046097704584305,79.7628244892726,200,6,5
55.264804893404964,23.60585208460063,81.28327834047958,100,16,4
75.29271579564985,85.17463484434865,21.806723864508225,60,34,1
81.55006289371465,77.03715784916209,17.037264857574264,45,38,1
3.996036841776396,6.336157877793158,99.87954003373895,30,16,4
60.893480960159565,9.772895513432333,15.306662350152811,100,24,3
42.50477067206273,17.5861196155764,96.49101773888734,100,14,4
76.95361298159696,13.275573225748015,89.53791358061494,30,22,3
7.161741282995737,14.117439277269705,66.35883393177832,45,16,4
78.02737326712928,30.8582110201981,39.30529837032487,30,22,3
11.035983832070018,18.675851005229116,83.9246774812485,200,8,5
80.73087237047032,12.403978105547953,87.70868989440329,30,24,3
33.99088829854121,26.48105613049243,18.727041481401628,45,26,2
10.694265701284756,90.32752806420154,52.41775636076177,200,20,3
14.434311959426683,61.416209784473395,19.14359841015355,200,12,4
7.359442512847735,18.79005704552823,59.0924343645139,200,6,5
18.445983724681025,60.01998178739682,84.60670454242333,45,20,3
45.319054085443256,24.215133507409327,95.48532868631348,45,20,3
48.10223395780034,59.1091967132861,76.38179207792768,200,20,3
99.94979194230552,74.53124025309799,93.4055234954527,60,28,2
23.162244304003742,88.46504177818115,5.224213376968079,200,26,2
15.592602682817313,8.949751456991518,31.083237915781904,30,22,3
39.700864929967224,9.726813834931757,55.23832452747066,100,12,4
75.39853143459008,76.41438504554434,40.709672021736054,30,34,1
15.103276395314836,35.49017542975298,19.615388722922088,200,8,5
26.589143976679196,49.717978408072725,59.444053509487546,200,12,4
39.76774608761639,23.94222373413024,93.95848463534334,200,8,5
85.6917039061822,57.63710342212891,14.602899376182654,45,36,1
19.014848886077385,36.00770950905703,93.60435554392576,200,8,5
75.50001703523796,4.884819219598446,70.03740418479435,200,16,4
42.88172207745809,88.41323614370759,78.32413421753502,30,30,2
33.33107292050252,40.34983245615885,51.18522215779539,30,26,2
9.99709774884815,73.01280187121733,13.451511902545409,100,24,3
17.53263097033657,12.974616522509198,82.67525023178018,200,8,5
92.55612001959125,75.58329043975084,48.48060391718227,45,34,1
87.47180940200093,20.31528684520173,24.260017198710848,60,30,2
40.512360720557474,17.582246376793197,89.50446129039275,100,14,4
69.05445010120684,49.275125793438846,97.06552308491776,30,26,2
60.31426416681236,54.069084077632255,5.87632392420725,60,34,1
42.31194673925896,46.437366083920196,21.38943213414235,45,28,2
72.3791556438406,79.45055603313956,37.736531582893086,60,34,1
65.73565545139178,69.71063468397973,51.15618902341822,200,24,3
73.1428055457736,1.4873792524032092,90.07491855913663,100,16,4
97.95213686998098,99.7743257759488,81.46254507321015,200,24,3
54.45369409157508,6.021525965984353,21.92678129921697,30,26,2
74.87529288173893,96.07533789559052,62.550442451018306,60,30,2
56.55666367328289,34.71181937263034,99.68921104144358,200,14,4
19.553582619070976,6.929984347456397,59.574572238716975,200,4,5
49.00687362515544,24.61383919392106,67.04267757462151,30,24,3
65.52146430788865,11.742024596970225,40.19176455804454,60,24,3
71.27161347843392,58.284131592252244,66.1372200906397,45,28,2
37.66386727849931,6.997913538699773,39.207871474998726,45,14,4
26.928598529890767,32.45672281469118,64.90514191648646,45,20,3
8.714019294245645,37.257467620066805,61.57817057941233,45,18,3
19.673165172359486,23.82560109862215,31.609337216095412,100,16,4
37.822648957613026,39.42526691266374,27.403556683763053,30,26,2
92.17747717690334,45.05040167436298,5.049052102268837,45,34,1
10.123742720880479,58.06754476532756,80.76618938955934,45,20,3
83.15798621013943,49.269495835808684,88.28164677585745,30,28,2
52.603792779750925,90.96883883756662,34.0167317533127,30,34,1
39.96872674577102,31.65852589034198,83.5646762324803,45,14,4
0.7691734222794455,15.487655812853019,85.60975159804839,200,8,5
79.99836398213502,52.091352626731954,39.9519801291608,60,16,4
63.57536878795016,55.89481009981328,12.106165947963298,45,34,1
89.9351192711323,69.30300115515755,38.32517114068283,45,34,1
35.8846247099508,92.34567042331432,3.7427494444989606,100,28,2
29.255512667832086,40.99732115123739,85.71365055050777,100,16,4
5.913285941067059,15.061987582357617,59.88775653511536,200,6,5
55.1791418387094,22.733343803481667,5.378100259480634,45,28,2
0.17955283481907447,95.05267554484217,50.33889956543208,30,28,2
34.54786200953339,77.89407831321218,98.88955572602053,60,24,3
10.699627453569704,67.46252286079722,51.61425628760213,30,26,2
73.35601644213845,37.67035535748842,19.66746224840974,100,16,4
54.659147065358724,32.94518309355089,45.40163635565284,100,20,3
70.28598509400142,34.870672986324955,36.441261929514866,30,30,2
14.817866799630664,30.43993181740564,68.3157975788098,200,12,4
74.71634705754505,69.07244606851299,17.472363947311965,45,34,1
59.65572631137351,48.9169242338247,79.34293340126702,200,8,5
40.40028129565051,82.85280794028897,9.57279724879385,30,36,1
26.72733900385902,96.61167221687315,72.63128752922137,45,26,2
44.51675021542191,50.77586625576262,18.98695321443078,60,32,2
71.00634768655374,86.37593116198997,78.82137189479138,60,30,2
17.59864825297853,16.0592579525635,39.57322730786614,200,6,5
39.69986494949459,24.520720420433552,98.15597434730546,45,14,4
4.975390078379971,13.478479196902537,93.25766374797594,200,8,5
59.15673273616074,15.07213523110228,2.4194216918010603,60,20,3
74.0246964557348,62.078451877783614,2.712633587079827,60,34,1
4.230181283276579,49.18139825442719,65.65599640185958,200,14,4
7.082868639410722,3.0069004263221677,91.99765949716594,200,8,5
85.76524585452172,95.01308181395284,46.11350686930996,100,30,2
86.46288977802445,96.53418612165429,20.887961912558627,30,38,1
39.629918045999524,64.15832920223608,18.880159221642,60,26,2
95.90706526169919,92.24265060500856,53.42397076628337,30,36,1
35.79906988336816,48.15285126672874,83.83173462839832,100,16,4
59.33282440449034,18.10534558497051,98.17438983612885,200,6,5
19.452369569720208,26.086768211717416,87.8467658170235,200,8,5
85.65131989779393,47.580314805658695,53.812542203435754,45,30,2
69.74837349031947,18.342181716036755,72.40427528327203,100,18,3
8.054128993684806,26.591063772728585,39.853916047867145,45,14,4
55.72435901165741,67.23854351799913,7.56865946226325,30,34,1
53.690886046384875,11.354343911539722,40.07096660637017,200,16,4
37.00872798392331,18.24294035800561,59.65451651450822,200,8,5
78.0798412169764,72.08004634642876,53.87416353612357,45,30,2
74.32226803621283,98.60247549645086,35.36958460745665,30,36,1
58.3368666762287,91.95464873131264,28.23625070035477,30,34,1
25.42190762018386,4.913717137061857,19.367406473707284,200,8,5
95.46688741880884,18.502532297996034,85.49900428128309,60,22,3
41.96143445499819,12.915392778124291,19.366232311553855,60,16,4
62.456684051579344,51.748876699778926,80.20643365078907,100,22,3
6.380425000783873,10.254592980538902,88.87036701872343,200,8,5
96.450708941516,39.929400833025355,17.15838092583516,45,32,2
20.30206183855856,27.833501420704433,64.26437182033837,100,16,4
37.53434375271658,20.21101933010171,42.28593660970284,30,24,3
73.54086166486394,98.12738879017301,36.12016487955588,30,36,1
93.4148964551304,19.31491836378062,86.12160840005245,200,16,4
92.3467957532805,45.18628995445487,14.432927539517825,60,34,1
84.02134498740156,40.69823482640217,14.250410794509383,45,34,1
3.6532191390461266,23.861578697968135,63.85687740930784,100,14,4
80.62175696114308,60.525761594163754,75.04494239713424,100,26,2
17.108241758766496,9.073431188682267,39.06552293900176,200,6,5
80.67620783498867,55.56639168052114,23.08977149355481,60,34,1
92.79167655292123,96.80138573084841,54.98989502282594,30,36,1
41.47675961411102,19.76406500929452,6.806856811562789,200,20,3
37.72607645639518,77.4525631602428,15.556713870797346,30,34,1
86.3961492029074,11.028930314272301,54.877286079814304,45,26,2
64.82770577078469,85.02691643558502,50.3528270935361,30,34,1
0.4699961871711289,69.36027968406304,38.84269664462823,200,20,3
60.92119109737428,90.48407832020519,20.016647695241417,60,34,1
41.96758581339214,88.81395406696753,41.80372960768246,100,26,2
83.56830748108823,49.414442550270024,22.464966064737347,30,34,1
37.32903999041749,88.21805916085937,74.49562795856535,45,26,2
70.84452651374463,9.583512853148546,52.22680539152995,200,18,3
52.14124491312183,57.63475117882483,53.8988836844141,60,28,2
5.555120482619946,3.611279389059552,39.27162548162848,100,8,5
10.813140496030094,18.16217239237301,82.64576954484396,200,8,5
47.7310825544225,72.32072298638901,7.690511585751736,30,34,1
60.286111921909445,93.18656594763041,60.353846130086986,30,32,2
12.409858628436899,38.468847831824945,75.33518577122507,200,12,4
4.3705514854321725,24.75967259848514,40.09434016137058,30,22,3
95.15985120342921,20.982183723706626,97.73128434389051,45,24,3
37.45683805928138,44.163062631491975,90.10905725967578,200,14,4
25.740854568931702,39.11834722626881,86.18930195249497,200,12,4
11.40221371954242,16.90382644432852,69.47866577963472,45,16,4
79.4480675224814,49.72945770086081,65.18235022912279,200,12,4
15.055721496331365,33.37499459012505,60.973188351617225,60,18,3
14.157859348382928,35.61896673397273,17.61681684597939,60,24,3
59.49620907789902,2.3972340589411,93.0998548511949,200,6,5
39.01948523200394,27.7999863119923,81.9898362082091,200,8,5
82.69077910504102,34.901715314546756,38.67028230540289,30,32,2
19.840893945371306,23.348668462904964,19.07700176766903,100,8,5
23.37933592455982,93.12284944511515,26.877573903053165,30,32,2
33.039573426848676,15.213268847100291,72.44315155969403,30,20,3
13.985972759998122,95.58724865526221,19.699142143607308,200,14,4
2.286431820817958,0.8408023791911745,79.81862909115804,200,6,5
98.90978782665776,72.95281684779282,52.52643509838016,100,28,2
3.881404632432628,7.978204666245848,85.56146127975701,200,8,5
16.6996599890591,46.519373410719965,59.321459043215185,30,18,3
30.763503843075014,97.32545636228308,86.29285008470275,30,26,2
2.8035987904338366,13.171118304312268,99.88633176702666,200,8,5
14.044344463318604,8.48078894625971,89.87022664535338,200,8,5
88.55506966819607,41.580241710903955,22.853714717567676,30,34,1
39.13761001988134,3.5360457960656677,88.4282563221564,100,8,5
13.038505143941649,54.6384213515495,91.43943773481608,45,20,3
15.011677947229762,88.94729062176732,85.36317394537302,45,22,3
59.99970673496138,17.157308006246474,75.37880709950281,200,8,5
72.47310998943193,56.82096730244687,28.315844320672213,30,34,1
87.71231038064724,66.13160349702967,20.498875722681163,30,36,1
28.141879060721497,28.230180648877113,52.32569085427834,200,16,4
86.28557111464148,83.65823992703136,56.78293669021811,100,30,2
62.74247748621201,79.77366847589414,1.5375253532875832,45,36,1
68.33762561117743,99.37414693764242,4.24716058232536,30,38,1
71.11796679156807,55.91140553283245,0.08517634321144607,45,34,1
53.95500335137198,33.28888590471804,80.7826165507717,100,16,4
57.50672098756486,53.516182305672466,22.1936137819992,30,32,2
13.100913012897886,5.833274030015501,81.88634832835137,200,8,5
3.4599742223649144,5.276935961604556,82.01011868392337,200,8,5
20.619511703198768,65.0632095504353,60.93359572027145,100,20,3
51.75199518272675,89.66606805113432,1.483142654447911,45,34,1
14.744885372974558,18.796571869556434,80.73826220737374,200,8,5
13.129210246480527,10.729188817491387,93.20273701543998,200,8,5
70.87415316567267,55.29524830784944,14.299720229412117,30,36,1
91.95481594508688,95.90151517413005,7.747614181518592,60,38,1
49.98128211618944,51.381418147239174,32.246655121017135,30,32,2
97.21616103839295,76.3409521236315,46.37816046138171,60,34,1
19.379627214415052,44.01441889659156,90.40343542494718,100,12,4
2.877648841094671,31.805452007003467,84.86720201872839,200,10,4
10.315157877916171,45.80703761114654,96.22968353872285,100,14,4
94.8763576656318,97.4316922546009,32.840395373687315,60,36,1
70.58444158019412,70.87652929681563,18.876845171648238,100,30,2
64.73463313355833,26.939618572745804,68.92958008246134,30,26,2
71.89038599893743,14.04710974858988,62.32700897810386,100,18,3
85.24629844461518,69.43709712703713,10.187379883326475,60,36,1
62.086660414708575,84.4901454970514,14.605159151808888,45,36,1
61.01859153857362,42.48541548387451,82.54148713564106,60,24,3
82.80929820379932,54.67283381984209,30.304222799547496,30,36,1
97.49591245516743,95.84436008807373,7.620735307696124,30,40,1
92.00759785016038,99.09616445728304,53.53188841167821,60,34,1
78.09856762931162,96.69854658848209,6.726568837160418,30,38,1
41.65497128602587,96.4156017699145,75.82597425154344,200,22,3
73.28143607133522,87.97529199683161,26.106469567067936,60,34,1
78.74026000899222,2.5000736854203343,21.9677637060513,200,20,3
81.16407192834248,41.039665402097384,92.69133679472516,45,26,2
4.1165413635191435,18.55097725240916,98.52208505298347,200,8,5
90.18716958096844,92.78607797740145,4.038225350951863,30,40,1
20.3537078028593,51.366354848466244,88.93221911113545,200,16,4
5.34818493853254,91.84848085761644,26.167319106971178,200,22,3
64.42155263241276,50.58889792381043,54.785335505879665,45,30,2
85.82571509742037,94.11184182555232,83.75830894782688,60,30,2
9.5403780368849,4.5538813258996225,39.98011216441737,100,8,5
75.18729048621063,50.51440722020415,49.937465076354215,200,24,3
29.736259015978582,30.24674434295581,92.70059774266673,200,12,4
33.99885251406614,9.882638415544164,1.1033874984014869,100,20,3
19.199876742229314,37.969722358614554,86.43249165129929,200,8,5
39.393821661348994,20.42591943890535,79.56670491922728,100,8,5
4.659324463440651,24.71302532372597,79.95315550637498,200,8,5
65.14544987897533,71.23959901504847,12.544847861642616,30,36,1
32.62830622723251,40.61528050936829,38.57754074221697,30,28,2
68.08596230701667,28.362161972071686,63.534739266470076,45,24,3
55.88486900368045,77.85245272638817,63.34063190264079,60,28,2
89.89714989601939,0.45756877464376844,45.394494808432384,100,22,3
89.20762037935411,22.056432695670345,54.204915232709006,200,22,3
29.801334323681104,1.6169692203790165,59.05813319199176,200,8,5
31.482963242581953,32.631844938009536,66.93561290792874,60,20,3
15.347139194566617,61.82312039713908,23.311220185634596,45,26,2
15.53689085034675,83.2582312217,89.54371577014183,45,22,3
21.090116069143438,84.36684350753507,28.848009585187672,30,32,2
4.315338756856358,89.69603402476812,89.47952894724685,100,18,3
40.06715448512108,35.723842340941935,99.56186040098494,200,14,4
13.03677193956776,24.718730284684153,55.38577721600615,200,14,4
34.62729555728874,6.974659055342047,69.8671783231518,60,18,3
16.09216161121071,1.3164874261539228,89.63815866799246,200,8,5
64.2478765361846,84.93725704555658,64.70189165702955,200,24,3
72.81103915229866,91.82648395185919,36.637565660443414,30,36,1
7.358041007902827,17.74485131814719,89.9917398543698,200,8,5
92.89118687428844,43.37966979989207,88.19845342817271,200,20,3
35.268006482427374,0.7581870617295761,19.92282342087983,200,8,5
80.53289525403304,58.698953501013875,10.266669875897605,30,38,1
90.84451252926533,85.9919811090564,9.518153150408947,30,40,1
15.981058608662957,7.8080694937487705,39.546455796977874,200,6,5
28.30101238882091,76.98123538973321,60.8219751329066,200,20,3
36.49256703792819,7.801727097592959,92.40220416108797,200,10,4
96.51890450826784,99.69648206413908,40.283163936063225,30,36,1
61.606134114049595,93.2671262759037,8.249376693138743,45,36,1
38.032715687901565,91.0722453131391,14.19959545625038,30,34,1
19.898265556482563,9.588538123117518,94.7357156081163,200,6,5
27.36991605502517,50.26081424763213,88.12238269375734,100,18,3
73.599554799454,26.963561154396277,62.82839895835429,45,24,3
59.168657626598616,45.756420886512586,97.8646397342605,200,10,4
66.2994499148574,36.3265097349462,6.523641646278355,200,24,3
43.40073877987185,99.79009708837677,8.816422547572333,200,28,2
2.9795684927340416,18.5916033445113,96.89072599441366,200,8,5
19.437283797558113,26.094492087378207,22.41406179675093,100,16,4
66.23758937812796,77.47756618633392,14.16893495225281,60,36,1
73.00514779154783,87.91320644902419,0.002833935809232191,60,36,1
1.4515205930712427,92.02872147730602,59.94401585554874,200,14,4
13.083314401062863,12.937336916947595,86.03467678221818,200,8,5
62.27178248987385,95.41729407362752,33.443315777356695,45,34,1
24.50861446410193,9.602141998508573,59.05494946099533,200,8,5
19.13224306173884,19.899248292594017,46.34721186097502,200,10,4
94.55240007351028,79.70621968334702,45.06709444706899,30,36,1
26.38997678518271,1.11364441752414,19.807117030578524,200,8,5
48.33740820527929,50.57841159899379,71.14752209390576,100,22,3
6.457042365211363,46.79817175261911,78.08085127204002,100,16,4
30.778102378604878,44.94200520154826,78.78074336709739,60,22,3
80.54471476424753,88.48575471692448,48.29229759639341,30,36,1
13.263364105953212,37.34043179220213,83.45825589046069,45,16,4
86.68749805325879,81.21656098784244,0.7109990152984302,45,38,1
44.446399931918975,47.5865831788009,92.27385088424484,45,22,3
50.577814730194234,92.99862464195462,21.39150442147919,200,26,2
32.885683490695016,6.525479985905836,52.37065700629717,30,22,3
46.863168932114505,4.44875395318951,99.84400765230279,200,12,4
0.5554643614581689,2.0688495475272184,19.98421276970269,200,6,5
89.04212204683287,86.73240536275269,1.6157270531507395,100,34,1
15.968492875595153,55.61773242229411,39.247562184357555,45,18,3
59.518576609055785,15.777715451646035,93.03602770949065,200,6,5
88.13811679304962,79.4581025253499,24.003995294102744,30,38,1
98.59058100212651,82.89009196458292,65.9602221952963,100,28,2
74.84300452776938,20.51922974430488,55.667590083113595,60,26,2
35.670015344696914,20.69799413419012,75.88261009290858,30,22,3
19.057449540083738,33.2184075812579,81.09044915994794,200,8,5
50.647644725070904,31.57081361924653,39.30934024660829,100,14,4
2.408760964409884,34.61805534237019,39.61422159939162,200,8,5
10.049777914835111,49.07779670826199,0.09783973490670173,200,20,3
74.2022211348297,79.1658815807252,29.182779554663153,45,34,1
98.54586653131882,47.431406416616795,0.894622428030245,30,36,1
79.12516266740175,4.487813011577724,59.42578916080377,100,6,5
95.43183905784328,48.42638641810206,0.5438983476409032,60,34,1
84.26223504682119,84.78563820185279,45.43570585549232,60,34,1
82.71312678256538,40.40399578122154,13.03233120670252,30,36,1
2.397015149431392,38.93153244972755,19.121985273718945,200,8,5
19.733328796295723,25.729955068381262,19.1508007269649,200,6,5
48.33651093462829,85.50635653573818,27.099229190794716,100,28,2
58.989719009685594,33.7389703965364,43.50594776566883,45,24,3
59.82782454423352,50.27000916569344,10.945786571594795,60,26,2
61.18614963112237,31.35768974986689,25.585708629535908,30,30,2
13.832388385159478,11.034972777169793,96.87080858350265,200,8,5
3.2147348896433114,13.186250672088718,94.75413672846588,200,8,5
96.07665217837594,68.3445012171508,67.27595016199717,100,26,2
4.278435991935837,21.35650556871571,79.15310436387783,60,14,4
